continente,region,nacionalidad,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,accion_migratoria,anual,timeste_1,timeste_2,timeste_3,timeste_4,cuatrimestre_1,cuatrimestre_2,cuatrimestre_3,semestre_1,semestre_2,total_anual,dominicano,covid-19,gasto_timeste_1,gasto_timeste_2,gasto_timeste_3,gasto_timeste_4,gasto_promedio_anual,estadia_trimestre_1,estadia_trimestre_2,estadia_trimestre_3,estadia_trimestre_4,estadia_promedio_anual,proyectado
asia,asia_central,turkmenistan,1,5,3,3,2,3,5,1,1,0,3,1,salida,2019,9,8,7,4,12,14,5,17,11,28,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
asia,asia_occidental,turquia,331,330,478,424,586,458,218,202,207,241,295,476,salida,2019,1139,1468,627,1012,1563,1888,1219,2607,1639,4246,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
europa,europa_del_este,ucrania,3911,2913,2600,2012,2415,871,860,1258,1738,2177,2636,3069,salida,2019,9424,5298,3856,7882,11436,7416,9620,14722,11738,26460,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
africa,africa_oriental,uganda,8,5,6,5,10,3,9,6,3,1,7,0,salida,2019,19,18,18,8,24,33,11,37,26,63,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
america,america_del_sur,uruguay,1680,1683,1868,2506,4490,3072,2487,2245,2051,2124,1813,1254,salida,2019,5231,10068,6783,5191,7737,14800,7242,15299,11974,27273,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
asia,asia_central,uzbekistan,71,52,41,36,70,30,34,30,31,44,38,57,salida,2019,164,136,95,139,200,200,170,300,234,534,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
oceania,melanesia,vanuatu,0,0,0,0,2,0,0,1,0,0,0,1,salida,2019,0,2,1,1,0,3,1,2,2,4,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
america,america_del_sur,venezuela,9775,5968,7430,8115,26782,7409,9166,11695,14483,11483,13980,22485,salida,2019,23173,42306,35344,47948,31288,63167,62431,65479,83292,148771,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
asia,asia_sudoriental,vietnam,55,26,46,40,69,83,106,97,38,28,36,70,salida,2019,127,192,241,134,167,395,172,319,375,694,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
asia,asia_occidental,yemen,3,1,1,11,0,2,1,2,1,1,1,4,salida,2019,5,13,4,6,16,16,7,18,10,28,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
africa,africa_austral,zambia,1,2,8,3,2,1,1,1,1,0,1,4,salida,2019,11,6,3,5,14,8,6,17,8,25,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
africa,africa_austral,zimbabue,6,5,9,5,8,6,6,7,7,8,6,5,salida,2019,20,19,20,19,25,32,26,39,39,78,no,pre-covid,136.45,138.05,133.6,136.24,136.24,8.39,8.12,9.03,8.69,8.52,no
asia,asia_del_sur,afganistan,12,3,0,0,0,0,0,0,0,0,0,0,entrada,2020,15,0,0,0,15,0,0,15,0,15,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_este,albania,83,66,0,0,0,0,0,0,0,0,4,2,entrada,2020,149,0,0,6,149,0,6,149,6,155,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_central,alemania,13392,9435,1090,0,0,0,0,25,24,18,35,240,entrada,2020,23917,0,49,293,23917,25,317,23917,342,24259,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_occidental,andorra,17,11,0,0,0,0,0,0,0,0,0,0,entrada,2020,28,0,0,0,28,0,0,28,0,28,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_central,angola,2,2,0,0,0,0,0,0,0,0,0,0,entrada,2020,4,0,0,0,4,0,0,4,0,4,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,anguila,4,3,0,0,0,0,0,0,0,0,0,0,entrada,2020,7,0,0,0,7,0,0,7,0,7,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
antartida,antartico,antartico,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,0,0,0,0,0,0,0,0,0,0,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,antigua_y_barbuda,118,74,1,0,0,0,0,0,2,0,3,4,entrada,2020,193,0,2,7,193,0,9,193,9,202,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,apatrida,2,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,2,0,0,0,2,0,0,2,0,2,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,arabia_saudita,14,10,1,0,0,0,0,0,0,0,0,0,entrada,2020,25,0,0,0,25,0,0,25,0,25,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_del_norte,argelia,55,39,4,0,0,0,0,0,0,0,1,3,entrada,2020,98,0,0,4,98,0,4,98,4,102,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,america_del_sur,argentina,17929,10581,22,0,0,0,0,4,14,9,26,48,entrada,2020,28532,0,18,83,28532,4,97,28532,101,28633,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,armenia,78,33,1,0,0,0,0,0,0,0,0,3,entrada,2020,112,0,0,3,112,0,3,112,3,115,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
oceania,australia_y_nueva_zelanda,australia,316,182,19,0,0,0,0,2,2,4,3,8,entrada,2020,517,0,4,15,517,2,17,517,19,536,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_central,austria,1992,1570,63,0,0,0,0,3,0,3,2,19,entrada,2020,3625,0,3,24,3625,3,24,3625,27,3652,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_central,azerbaiyan,23,11,1,0,0,0,0,0,0,0,1,0,entrada,2020,35,0,0,1,35,0,1,35,1,36,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,bahamas,103,84,5,0,0,0,0,0,3,4,11,4,entrada,2020,192,0,3,19,192,0,22,192,22,214,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,bahrein,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,0,0,0,0,0,0,0,0,0,0,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_del_sur,bangladesh,15,11,5,0,0,0,0,0,0,0,0,0,entrada,2020,31,0,0,0,31,0,0,31,0,31,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,barbados,25,22,5,0,0,0,0,0,1,2,2,0,entrada,2020,52,0,1,4,52,0,5,52,5,57,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_occidental,belgica,2743,1741,98,0,0,0,0,16,11,12,18,23,entrada,2020,4582,0,27,53,4582,16,64,4582,80,4662,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,centroamerica,belice,23,15,0,0,0,0,0,0,0,0,0,0,entrada,2020,38,0,0,0,38,0,0,38,0,38,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_occidental,benin,2,1,0,0,0,0,0,2,0,0,0,0,entrada,2020,3,0,2,0,3,2,0,3,2,5,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_este,bielorrusia,617,302,87,0,0,0,0,2,0,11,28,36,entrada,2020,1006,0,2,75,1006,2,75,1006,77,1083,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,america_del_sur,bolivia,1811,643,1,0,0,0,0,1,0,0,2,8,entrada,2020,2455,0,1,10,2455,1,10,2455,11,2466,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_este,bosnia,51,39,2,0,0,0,0,0,0,0,0,0,entrada,2020,92,0,0,0,92,0,0,92,0,92,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_austral,botswana,2,1,0,0,0,0,0,0,0,0,0,0,entrada,2020,3,0,0,0,3,0,0,3,0,3,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,america_del_sur,brasil,10861,5553,25,0,0,0,0,9,5,10,23,33,entrada,2020,16439,0,14,66,16439,9,71,16439,80,16519,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_sudoriental,brunei,1,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,1,0,0,0,1,0,0,1,0,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_este,bulgaria,1014,561,5,0,0,0,0,1,2,0,4,8,entrada,2020,1580,0,3,12,1580,1,14,1580,15,1595,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_occidental,burkina_faso,2,1,0,0,0,0,0,0,0,0,1,2,entrada,2020,3,0,0,3,3,0,3,3,3,6,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_oriental,burundi,1,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,1,0,0,0,1,0,0,1,0,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_occidental,cabo_verde,8,14,1,0,0,0,0,1,1,0,0,1,entrada,2020,23,0,2,1,23,1,2,23,3,26,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_sudoriental,camboya,0,3,0,0,0,0,0,0,0,0,0,0,entrada,2020,3,0,0,0,3,0,0,3,0,3,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_central,camerun,9,6,2,0,0,0,0,0,0,1,0,6,entrada,2020,17,0,0,7,17,0,7,17,7,24,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,america_del_norte,canada,133626,107430,18419,0,0,0,0,60,68,151,770,2928,entrada,2020,259475,0,128,3849,259475,60,3917,259475,3977,263452,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_central,chad,0,0,0,0,0,0,0,0,0,0,0,1,entrada,2020,0,0,0,1,0,0,1,0,1,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,america_del_sur,chile,8615,8753,13,0,0,0,0,1,5,15,16,27,entrada,2020,17381,0,6,58,17381,1,63,17381,64,17445,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_oriental,china,1247,628,25,0,0,0,0,0,4,10,7,18,entrada,2020,1900,0,4,35,1900,0,39,1900,39,1939,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_sur,chipre,27,14,0,0,0,0,0,0,0,0,0,0,entrada,2020,41,0,0,0,41,0,0,41,0,41,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_sur,citta_della_estado_del_vaticano,1,1,0,0,0,0,0,0,0,0,0,0,entrada,2020,2,0,0,0,2,0,0,2,0,2,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,america_del_sur,colombia,10288,4545,55,0,0,0,0,21,35,62,81,178,entrada,2020,14888,0,56,321,14888,21,356,14888,377,15265,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_oriental,comoras,1,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,1,0,0,0,1,0,0,1,0,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,centroamerica,costa_rica,1381,809,6,0,0,0,0,1,1,5,2,11,entrada,2020,2196,0,2,18,2196,1,19,2196,20,2216,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_occidental,c?te_d'ivoire,5,4,1,0,0,0,0,0,0,0,0,0,entrada,2020,10,0,0,0,10,0,0,10,0,10,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_este,croacia,269,128,6,0,0,0,0,1,1,1,0,5,entrada,2020,403,0,2,6,403,1,7,403,8,411,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,cuba,1218,848,105,0,0,0,0,7,5,16,123,187,entrada,2020,2171,0,12,326,2171,7,331,2171,338,2509,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,de_las_naciones_unidas,41,47,7,0,0,0,0,2,8,8,2,7,entrada,2020,95,0,10,17,95,2,25,95,27,122,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_este,de_lla_republica_de_kosovo,65,42,3,0,0,0,0,0,0,0,0,0,entrada,2020,110,0,0,0,110,0,0,110,0,110,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_norte,dinamarca,1325,904,123,0,0,0,0,1,0,0,1,1,entrada,2020,2352,0,1,2,2352,1,2,2352,3,2355,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,america_del_sur,ecuador,756,756,9,0,0,0,0,6,4,6,10,40,entrada,2020,1521,0,10,56,1521,6,60,1521,66,1587,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_del_norte,egipto,37,27,2,0,0,0,0,0,0,2,1,0,entrada,2020,66,0,0,3,66,0,3,66,3,69,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,centroamerica,el_salvador,405,355,9,0,0,0,0,2,7,5,14,9,entrada,2020,769,0,9,28,769,2,35,769,37,806,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,emiratos_arabes_unidos,0,0,0,0,0,0,0,0,0,0,1,0,entrada,2020,0,0,0,1,0,0,1,0,1,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_oriental,eritrea,1,1,0,0,0,0,0,0,0,0,0,0,entrada,2020,2,0,0,0,2,0,0,2,0,2,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_central,eslovenia,206,161,7,0,0,0,0,0,0,0,0,19,entrada,2020,374,0,0,19,374,0,19,374,19,393,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_sur,espa?a,16231,10993,123,0,0,0,0,48,54,65,80,287,entrada,2020,27347,0,102,432,27347,48,486,27347,534,27881,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,america_del_norte,estados_unidos_de_america,172103,139400,6014,0,0,0,0,3068,3368,5947,10663,12058,entrada,2020,317517,0,6436,28668,317517,3068,32036,317517,35104,352621,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_norte,estonia,341,245,58,0,0,0,0,0,1,0,0,10,entrada,2020,644,0,1,10,644,0,11,644,11,655,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_oriental,etiopia,9,7,1,0,0,0,0,0,0,2,0,0,entrada,2020,17,0,0,2,17,0,2,17,2,19,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_sudoriental,filipinas,247,231,13,0,0,0,0,9,5,3,10,5,entrada,2020,491,0,14,18,491,9,23,491,32,523,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_norte,finlandia,1796,1378,361,0,0,0,0,0,0,0,1,5,entrada,2020,3535,0,0,6,3535,0,6,3535,6,3541,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
oceania,melanesia,fiyi,0,1,0,0,0,0,0,0,0,0,0,0,entrada,2020,1,0,0,0,1,0,0,1,0,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_occidental,francia,23107,22907,241,0,0,0,0,221,210,196,244,505,entrada,2020,46255,0,431,945,46255,221,1155,46255,1376,47631,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_central,gab?n,4,0,0,0,0,0,0,0,0,0,0,1,entrada,2020,4,0,0,1,4,0,1,4,1,5,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_occidental,gambia,0,1,0,0,0,0,0,0,1,0,0,0,entrada,2020,1,0,1,0,1,0,1,1,1,2,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,georgia,15,15,0,0,0,0,0,0,0,0,0,2,entrada,2020,30,0,0,2,30,0,2,30,2,32,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_occidental,ghana,7,6,0,0,0,0,0,0,0,0,0,1,entrada,2020,13,0,0,1,13,0,1,13,1,14,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_sur,gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,0,0,0,0,0,0,0,0,0,0,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,granada,13,41,1,0,0,0,0,0,1,1,2,1,entrada,2020,55,0,1,4,55,0,5,55,5,60,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_sur,grecia,199,128,4,0,0,0,0,2,0,4,5,1,entrada,2020,331,0,2,10,331,2,10,331,12,343,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,centroamerica,guatemala,844,669,0,0,0,0,0,4,7,21,9,36,entrada,2020,1513,0,11,66,1513,4,73,1513,77,1590,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,guayana,72,50,5,0,0,0,0,0,2,3,2,4,entrada,2020,127,0,2,9,127,0,11,127,11,138,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_occidental,guinea,3,0,1,0,0,0,0,2,0,0,0,0,entrada,2020,4,0,2,0,4,2,0,4,2,6,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_central,guinea_ecuatorial,0,1,0,0,0,0,0,0,0,0,0,0,entrada,2020,1,0,0,0,1,0,0,1,0,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_occidental,guineabissau,0,1,0,0,0,0,0,0,0,0,0,0,entrada,2020,1,0,0,0,1,0,0,1,0,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,haiti,2189,1610,304,0,0,0,0,747,1164,1482,1743,1545,entrada,2020,4103,0,1911,4770,4103,747,5934,4103,6681,10784,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,centroamerica,honduras,430,347,6,0,0,0,0,2,5,8,5,12,entrada,2020,783,0,7,25,783,2,30,783,32,815,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_oriental,hong_kong,1,1,0,0,0,0,0,0,0,0,0,0,entrada,2020,2,0,0,0,2,0,0,2,0,2,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_central,hungria,1634,703,19,0,0,0,0,1,0,1,0,6,entrada,2020,2356,0,1,7,2356,1,7,2356,8,2364,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,indefinido,indefinido,22,22,3,0,0,0,0,0,0,0,0,0,entrada,2020,47,0,0,0,47,0,0,47,0,47,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_del_sur,india,611,530,20,0,0,0,0,1,1,3,1,7,entrada,2020,1161,0,2,11,1161,1,12,1161,13,1174,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_sudoriental,indonesia,61,42,1,0,0,0,0,0,0,0,1,0,entrada,2020,104,0,0,1,104,0,1,104,1,105,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,irak,10,6,0,0,0,0,0,0,0,0,0,0,entrada,2020,16,0,0,0,16,0,0,16,0,16,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_meridional,iran,115,70,8,0,0,0,0,0,0,0,0,2,entrada,2020,193,0,0,2,193,0,2,193,2,195,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_occidental,irlanda,375,239,9,0,0,0,0,2,2,1,5,3,entrada,2020,623,0,4,9,623,2,11,623,13,636,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_norte,islandia,37,27,0,0,0,0,0,0,0,0,0,0,entrada,2020,64,0,0,0,64,0,0,64,0,64,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_norte,islas_aland,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,0,0,0,0,0,0,0,0,0,0,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,islas_caiman,0,2,0,0,0,0,0,0,0,0,0,0,entrada,2020,2,0,0,0,2,0,0,2,0,2,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
oceania,melanesia,islas_salom?n,2,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,2,0,0,0,2,0,0,2,0,2,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,islas_turcas_y_caicos,1,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,1,0,0,0,1,0,0,1,0,1,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,islas_virgenes_britanicas,15,5,0,0,0,0,0,0,0,1,0,0,entrada,2020,20,0,0,1,20,0,1,20,1,21,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,israel,561,453,23,0,0,0,0,3,10,12,7,40,entrada,2020,1037,0,13,59,1037,3,69,1037,72,1109,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
europa,europa_del_sur,italia,15105,9141,68,0,0,0,0,16,33,35,54,99,entrada,2020,24314,0,49,188,24314,16,221,24314,237,24551,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
america,caribe,jamaica,310,241,20,0,0,0,0,9,6,15,14,21,entrada,2020,571,0,15,50,571,9,56,571,65,636,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_oriental,jap?n,271,234,3,0,0,0,0,2,1,2,2,4,entrada,2020,508,0,3,8,508,2,9,508,11,519,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,jordania,25,15,0,0,0,0,0,0,0,0,0,0,entrada,2020,40,0,0,0,40,0,0,40,0,40,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,katar,2,2,0,0,0,0,0,0,0,0,0,0,entrada,2020,4,0,0,0,4,0,0,4,0,4,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_central,kazajstan,1202,477,179,0,0,0,0,0,0,5,3,18,entrada,2020,1858,0,0,26,1858,0,26,1858,26,1884,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
africa,africa_oriental,kenia,6,1,0,0,0,0,0,0,0,0,0,0,entrada,2020,7,0,0,0,7,0,0,7,0,7,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_central,kirguistan,28,8,1,0,0,0,0,0,0,0,0,0,entrada,2020,37,0,0,0,37,0,0,37,0,37,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
oceania,micronesia,kiribati,2,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,2,0,0,0,2,0,0,2,0,2,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_occidental,kuwait,14,2,0,0,0,0,0,0,0,0,0,0,entrada,2020,16,0,0,0,16,0,0,16,0,16,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
asia,asia_sudoriental,laos,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2020,0,0,0,0,0,0,0,0,0,0,no,covid-2019,131.51,99.8,123.6,125.89,129.61,8.75,8.3,10.47,9.51,9.06,no
